snapped_at,price,market_cap,total_volume
2014-12-05 00:00:00 UTC,0.05869523769555907,598926.2054454847,37558.01801975745
2014-12-06 00:00:00 UTC,0.05251246413339934,537289.1536504953,14405.199799231812
2014-12-07 00:00:00 UTC,0.05200084274831158,533513.0463448523,4202.155800576361
2014-12-08 00:00:00 UTC,0.04998009558181993,514397.64273286983,7445.231917855551
2014-12-09 00:00:00 UTC,0.0478024695757707,493149.39713148086,5818.7005489522935
2014-12-10 00:00:00 UTC,0.04973177195134945,514614.42979817383,5447.112956109492
2014-12-11 00:00:00 UTC,0.04452939662013935,461994.7164037768,13252.771250405485
2014-12-12 00:00:00 UTC,0.04718852586015038,491029.6435429668,5350.244929920859
2014-12-13 00:00:00 UTC,0.04697465569555999,489118.9049644488,5112.243396891943
2014-12-14 00:00:00 UTC,0.04528817072389303,471558.5488454638,9319.60960871999
2014-12-15 00:00:00 UTC,0.0416054719765153,433212.8164082679,4765.595284233927
2014-12-16 00:00:00 UTC,0.03798221715338365,395486.03788789193,5226.449186696741
2014-12-17 00:00:00 UTC,0.03166241473815887,329681.7272196054,5945.205194870876
2014-12-18 00:00:00 UTC,0.02760385299647792,287422.35894052667,2715.0720858101195
2014-12-19 00:00:00 UTC,0.02717799122430719,282988.1158239762,2159.170520784761
2014-12-20 00:00:00 UTC,0.02790183376802157,290525.0539261478,1452.8346289472217
2014-12-21 00:00:00 UTC,0.0231636590911573,241189.28392076626,2456.5232288793695
2014-12-22 00:00:00 UTC,0.02205364243690794,229631.34651006025,3097.5198045416764
2014-12-23 00:00:00 UTC,0.02300945715547,239583.67168561582,1525.6568530180502
2014-12-24 00:00:00 UTC,0.0229166655463434,238617.488334746,1603.3493869895096
2014-12-25 00:00:00 UTC,0.02244036160486543,233658.0211745008,1479.1647998050325
2014-12-26 00:00:00 UTC,0.02349671185592595,244657.16252864336,857.9283307233751
2014-12-27 00:00:00 UTC,0.02245595187772622,233820.3533316365,1687.1474141966673
2014-12-28 00:00:00 UTC,0.02277939084355281,237188.12921940928,1487.953433703541
2014-12-29 00:00:00 UTC,0.0231992663089253,241560.04051505378,3863.8803120332614
2014-12-30 00:00:00 UTC,0.02470774455638308,257266.9194188832,4241.010179980102
2014-12-31 00:00:00 UTC,0.02064466341975192,214960.4933918249,15367.87148421589
2015-01-01 00:00:00 UTC,0.01175872613665688,122436.5600253261,2265.864404971441
2015-01-02 00:00:00 UTC,0.01905889119480889,198448.7986768281,3837.046290332136
2015-01-03 00:00:00 UTC,0.01637365607721684,170489.05653841264,3102.5177885151384
2015-01-04 00:00:00 UTC,0.01505303206879932,156738.19111316605,3399.0814410595012
2015-01-05 00:00:00 UTC,0.01572882773587875,163774.8459170639,2202.4234950668547
2015-01-06 00:00:00 UTC,0.01650686657408028,171876.0975159535,1810.4343535418545
2015-01-07 00:00:00 UTC,0.01708395371325658,177884.95964391282,3897.879701762544
2015-01-08 00:00:00 UTC,0.0156650111787022,163110.3623971188,917.8170319551866
2015-01-09 00:00:00 UTC,0.01573220010478136,163809.96037102543,1568.1908667663938
